scenario,seed,dy,n,n_fresh,alpha_hat,v_hat,half_width,alpha_cond,alpha_pop,cover_cond,cover_pop,rel_bias_pop
S-C,2,9,3971,3948,2.0151224085828003,0.177880767013617,0.826632712561205,1.7331569649783867,1.8182138238922072,1.0,1.0,0.10829781519814619
S-C,3,2,17578,17854,1.9218088714513961,0.004751977356537046,0.135109308828104,1.8520363725898417,1.83926908858054,1.0,1.0,0.04487640410167293
S-C,3,3,15740,15954,1.8131231048370782,0.00578310440915401,0.14904884247634986,1.9398113807326296,1.867859818972729,1.0,1.0,-0.02930450860373157
S-C,3,4,13848,13962,1.8358082666580202,0.011154217204974545,0.20699871030996217,1.9305668397679308,1.8818761135704014,1.0,1.0,-0.024479744750561028
S-C,3,5,11832,11929,1.9527564425332817,0.024951107179922855,0.3095943325747407,1.851147652325956,1.6862768409016375,1.0,1.0,0.15802838250993223
S-C,3,6,9913,9945,1.9094806678850096,0.04450021828780611,0.41345586954898444,1.7990153581268484,1.7505563318946646,1.0,1.0,0.09078504535660259
S-C,3,7,7925,7971,1.5390750093844878,0.020907688595015624,0.28340081999466543,1.8565230172704668,1.929494091136923,0.0,0.0,-0.20234271954799665
S-C,3,8,5928,6006,1.6845560562689046,0.046067226617670674,0.42067250211460955,1.5927398559084214,1.6484561232036297,1.0,1.0,0.021899238055009818
S-C,3,9,3915,3936,3.109090090830511,2.064988438678542,2.8164815022281036,1.9433512291292834,1.7470473480501583,1.0,1.0,0.779625546096675
S-C,4,2,17718,17767,1.9620541167089356,0.003253865361964072,0.11180156437218564,1.9996413772137982,1.842365933623412,1.0,0.0,0.06496439219874794
S-C,4,3,15845,15891,1.8315658227107134,0.005921894351445548,0.15082676583278984,1.7613540955491402,1.68567853076522,1.0,1.0,0.08654514445246408
S-C,4,4,13876,13946,1.694999463056998,0.008326604373108927,0.1788471632861689,1.6900354853182231,1.7465791322670394,1.0,1.0,-0.029531824958363928
S-C,4,5,11823,11943,1.6910316555639802,0.00733003735647002,0.16780356569223792,1.7821512826592847,1.7402588231770955,1.0,1.0,-0.02828726793825065
S-C,4,6,9878,10051,1.8339899349488276,0.019348134744649113,0.27262623292487975,1.8212619371493857,1.7861637088774522,1.0,1.0,0.0267759477105447
S-C,4,7,7914,7965,1.7356722091785792,0.02318629222180505,0.29844461257433447,2.104489518097288,2.1355565191566726,0.0,0.0,-0.18725063298067468
S-C,4,8,5996,5963,1.7748662852387127,0.05567099591073628,0.46244766006341137,1.4591686386452098,1.5042862807620074,1.0,1.0,0.17987267977983623
S-C,4,9,4081,3978,1.7909478258298397,0.11087202402184197,0.652618046522555,1.3564809186401736,1.338258512561973,1.0,1.0,0.3382674640352068
S-C,5,2,18026,17648,1.972253145168371,0.0042111590206674555,0.12718881226463524,1.8874969400490904,1.8154247180008425,1.0,0.0,0.08638663207154562
S-C,5,3,16144,15841,1.9096008277827992,0.008072593902109666,0.17609808928872792,1.8445295390098024,1.8232499145264214,1.0,1.0,0.0473609857696371
S-C,5,4,14174,13866,1.831498793205332,0.008492790135673294,0.1806230981325097,1.87273727509769,1.7789882887552986,1.0,1.0,0.029517060220094704
S-C,5,5,12151,11895,1.7962186889241187,0.012404282875317084,0.2182900406930465,1.7069643785920354,1.6767606044404797,1.0,1.0,0.07124337497391364
S-C,5,6,10110,9929,1.768150694476865,0.026913873740462543,0.32154088026151173,1.6290335349978533,1.684461442112007,1.0,1.0,0.04968309174232388
S-C,5,7,8052,7898,1.725549202880892,0.017642388895094317,0.26033153946300114,1.814940907784,1.746659982036432,1.0,1.0,-0.012086370199497432
S-C,5,8,6011,5871,1.6623327769783935,0.026624445888745314,0.3198073052721187,2.1636329161492505,2.011384505329434,0.0,0.0,-0.17353804179468468
S-C,5,9,4051,3892,1.6698184875998698,0.09897833672471454,0.616620794872171,1.871342529145677,1.9032624027405736,1.0,1.0,-0.12265461389063315
S-C,6,2,17869,17917,1.967761929026595,0.0033232080227309606,0.11298657783967674,1.9252825320248814,1.8990898458418928,1.0,1.0,0.03616052359769162
S-C,6,3,16078,15974,1.8606052107983977,0.006736593164418625,0.16086747723789194,1.810237055479736,1.8077505753395635,1.0,1.0,0.029237792082519976
S-C,6,4,14182,13956,1.8953196247488238,0.00889334724450291,0.18483351216132723,1.793233291232191,1.7624481292687373,1.0,1.0,0.07539030129369917
S-C,6,5,12162,11963,1.9278095357974911,0.014245125677382389,0.23392747526803462,2.0465419961435,1.9731160187283168,1.0,1.0,-0.022961895043569602
S-C,6,6,10095,10056,1.790784314580187,0.019224304464251815,0.2717524129716415,1.75729043083144,1.762777365192592,1.0,1.0,0.0158879674430894
S-C,6,7,8036,8027,1.4753408176056717,0.016317267394429853,0.2503639565951082,1.6892169310664886,1.888015964851521,1.0,0.0,-0.21857608988931576
S-C,6,8,6056,6010,1.7729226021674567,0.03150931782402228,0.34791054437763885,2.0504219274622386,1.821628153522298,1.0,1.0,-0.026737372970803253
S-C,6,9,4059,4029,1.883921870063918,0.16803813993346392,0.8034373621262821,1.586282217312082,1.7557526595878683,1.0,1.0,0.07299958213142332
S-C,7,2,17871,17709,1.8799463402929708,0.003063991879363649,0.10849054627716029,1.8825372517202053,1.8927766339411145,1.0,1.0,-0.006778556654848722
S-C,7,3,15982,15828,1.8521080441140136,0.004726706103511638,0.13474957088675102,1.86343123965962,1.9442804755761909,1.0,1.0,-0.047406962431622346
S-C,7,4,14007,13889,1.9532879628195177,0.011668269213453507,0.21171484523352319,1.9364964451958313,1.9489641562691096,1.0,1.0,0.002218515172020874
S-C,7,5,12013,11964,1.7170071140129939,0.016138940278037278,0.2489921173204525,1.6850303553720003,1.6942526233771118,1.0,1.0,0.013430400119744945
S-C,7,6,10019,9959,1.660573368619416,0.01671749043937983,0.2534157672841715,1.729612300683467,1.7150084058115944,1.0,1.0,-0.03174039089704528
S-C,7,7,7951,7951,1.8491489614185181,0.036391975269700796,0.37389607433386435,1.8211250733841076,1.7680800759674082,1.0,1.0,0.045851365304681035
S-C,7,8,5995,5890,1.6599463393787264,0.04531520751042403,0.4172247638893251,2.0257345522866923,1.9766459011985023,1.0,1.0,-0.16022068577267734
S-C,7,9,3994,3901,1.6684135253415633,0.08978683895797732,0.5872924693007436,2.153335437215135,1.8871721931965486,1.0,1.0,-0.1159187638751954
S-C,8,2,17607,17831,1.8724713583557073,0.002749722082622571,0.10277618473531647,1.8995958091335758,1.7983498483746982,1.0,1.0,0.04121640182970965
S-C,8,3,15772,15886,1.8374888807025733,0.0054561677950572445,0.14477445874017236,1.8530623480395974,1.8000262805106313,1.0,1.0,0.020812251797409642
S-C,8,4,13828,13861,1.7733692891904538,0.010188382928500375,0.19783390374073198,1.8059954228088044,1.768385686748817,1.0,1.0,0.0028181648827971806
S-C,8,5,11839,11880,1.6996886952174717,0.009987998406855268,0.19587874969248972,1.9437138987133928,1.8789750587967173,0.0,1.0,-0.09541710665071812
S-C,8,6,9865,9938,1.5939822215045432,0.011446330090126898,0.20969169198920246,1.728923176583764,1.7281688614521062,1.0,1.0,-0.07764671782988375
S-C,8,7,7871,7925,1.8679952327599563,0.0367359778686906,0.375659082441122,1.904203782683601,1.7687031750575262,1.0,1.0,0.056138338587649494
S-C,8,8,5910,5919,1.6332349463092628,0.057902952340601124,0.47162676664183695,1.7269032009841745,1.7906508337284017,1.0,1.0,-0.08790987302162956
S-C,8,9,3881,3908,1.7949135786048287,0.09459012615252978,0.6027968766169958,1.6251443899914915,1.602193516774481,1.0,1.0,0.12028513398202345
S-C,9,2,17872,17501,1.950073905100154,0.004119201483907967,0.12579245952987242,1.922323465502816,1.868273735577066,1.0,1.0,0.04378382458918528
S-C,9,3,16022,15633,1.7720525819700952,0.005050233160621814,0.13928482588362825,1.76161181780183,1.714888850661647,1.0,1.0,0.03333378212027727
S-C,9,4,14031,13756,1.7851293127040162,0.007334610358748327,0.16785590147197166,1.8040590843089095,1.8035655609715933,1.0,1.0,-0.01022211150319663
S-C,9,5,12056,11863,1.96877446056642,0.06925791378137863,0.515801729154091,1.7293356342994546,1.7476469138882342,1.0,1.0,0.1265287312448098
S-C,9,6,10049,9841,1.7648172081608806,0.018953759512790748,0.26983344245242324,1.7854967721607304,1.756359777528981,1.0,1.0,0.004815317875132896
S-C,9,7,8032,7776,2.0218161330684623,0.07640992820677461,0.5417800224247099,1.7483644752695087,1.8116651253821412,1.0,1.0,0.11599881498077247
S-C,9,8,6040,5810,1.909029391336292,0.04638857610698951,0.42213718725745497,2.12453491269961,2.017891261233475,1.0,1.0,-0.053948333088394085
S-C,9,9,4100,3904,1.55638279907316,0.04795191701901596,0.4291914661335796,1.9032307584324706,1.5220274069557422,1.0,1.0,0.022572124496846646
