name,level,group,n,n_eff,K_eff,alpha_cv,s2,v_cv,v_cv_fold,v_cv_delta,v_cv_delta_cl,n_clusters,alpha_shift,v_shift,Z_heur,factor_cv_heur,Z_bs1,a_bs1,factor_cv_bs1,Z_bsmean,a_bsmean,theta_bsmean,factor_cv_bsmean,Z_shift_bs1,a_shift_bs1,factor_shift_bs1,Z_bs1_cl,a_bs1_cl,factor_cv_bs1_cl,Z_zcv,factor_cv_zcv,dev_lag,duan_S,isotonic,has_record,n_estimators_cap
random_forest__per_dy__log1p__two_stage,type,Technical,3908.0,1644.0,9.0,4.235131571473234,1.4441196402377643,0.0918325378939955,0.160457737804196,0.0918325378939955,0.0918325378939955,3908.0,4.23422764678506,0.091781062063399,0.6925021061499579,3.240335426917438,0.9765597808913606,3.825901228517296,4.159299378592625,0.8870382627211721,0.721120060978681,2.790462182414053,4.071939207491566,0.9765658477311852,3.824770345923198,4.158436263638288,0.9765597808913606,3.825901228517296,4.159299378592625,,,2.0,,,,
random_forest__per_dy__log1p__two_stage,arms,2,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.14585735071627,True,True,100.0
random_forest__per_dy__log1p__two_stage,type,__global__,25377.0,4799.0,8.0,2.393791253327109,0.3348020198967405,0.0078437054355762,0.0418502524870925,0.0078437054355762,0.0078437054355762,25377.0,2.3935085882716844,0.007840474476204,1.0,,,,,,,,,,,,,,,,,3.0,,,,
random_forest__per_dy__log1p__two_stage,type,Annuity,92.0,72.0,8.0,2.255391377563931,0.9199482967830378,0.1084484647293446,0.1149935370978797,0.1084484647293446,0.1084484647293446,92.0,2.255384636402263,0.108447281884331,1.0,2.255391377563931,0.9803830086398316,5.419843959844247,2.2307643757566296,0.9348073983973012,1.55506030870876,2.9952972756771374,2.3036277680031123,0.9803666500456464,5.415178698219118,2.2307372305084585,0.9803830086398316,5.419843959844247,2.2307643757566296,,,3.0,,,,
random_forest__per_dy__log1p__two_stage,type,Bodily,2798.0,1437.0,8.0,3.8929867168657255,1.913982582948181,0.0691106975437321,0.2392478228685226,0.0691106975437321,0.0691106975437321,2798.0,3.892715628588253,0.0690976747100871,0.5225454545454545,2.5117170589585625,0.9874091330940926,5.419843959844247,3.856561506153111,0.9574486323929684,1.55506030870876,2.9952972756771374,3.854788803456759,0.9874007672094792,5.415178698219118,3.856269630986892,0.9874091330940926,5.419843959844247,3.856561506153111,,,3.0,,,,
random_forest__per_dy__log1p__two_stage,type,Material,19162.0,2644.0,8.0,1.6991599647953444,0.0946021056110732,0.0034970203636138,0.0118252632013841,0.0034970203636138,0.0034970203636138,19162.0,1.698977453935119,0.003495186406339,1.0,1.6991599647953444,0.99935519076223,5.419843959844247,1.6987091399913654,0.9977562452799248,1.55506030870876,2.9952972756771374,1.702068179004501,0.9993549738403236,5.415178698219118,1.6985265951923068,0.99935519076223,5.419843959844247,1.6987091399913654,,,3.0,,,,
random_forest__per_dy__log1p__two_stage,type,Technical,3267.0,642.0,8.0,4.44614470497435,5.3491351774551195,0.4496856168050948,0.6686418971818899,0.4496856168050948,0.4496856168050948,3267.0,4.443604738396703,0.449022432734189,0.1869539895165987,1.644270501046457,0.923386429707404,5.419843959844247,4.182123255381341,0.7756894721260842,1.55506030870876,2.9952972756771374,4.120704352244179,0.9234299058461533,5.415178698219118,4.179927599349034,0.923386429707404,5.419843959844247,4.182123255381341,,,3.0,,,,
random_forest__per_dy__log1p__two_stage,arms,3,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.800675784911426,True,True,100.0
random_forest__per_dy__log1p__two_stage,type,__global__,21277.0,1929.0,7.0,2.8178991268766507,0.1679749439898835,0.0314240943976557,0.0239964205699833,0.0314240943976557,0.0314240943976557,21277.0,2.8171237811101553,0.0313973918561506,1.0,,,,,,,,,,,,,,,,,4.0,,,,
random_forest__per_dy__log1p__two_stage,type,Annuity,76.0,65.0,7.0,3.443268985322503,2.268281270987444,0.3445815047797816,0.3240401815696349,0.3445815047797816,0.3445815047797816,76.0,3.4432497460723814,0.3445758571777692,0.4421768707482993,2.0803570343262767,0.9421841524761024,5.615402124922316,3.3020093182072294,0.7177473435902015,0.8762449319411147,3.010159918630373,3.321022800733481,0.9421262063913228,5.609342759384232,3.3018496145337357,0.9421841524761024,5.615402124922316,3.3020093182072294,,,4.0,,,,
