scenario,dy,design,learner,n,reps,n_defined,n_undefined,alpha_inf,V_inf,mbar_inf,mean_alpha_hat,mean_alpha_n,mean_alpha_pop,coverage_alpha_n,coverage_alpha_n_V,coverage_alpha_inf,coverage_alpha_inf_V,coverage_alpha_pop,mean_se_plugin,se_V,sd_alpha_hat,sd_alpha_hat_minus_alpha_n,sd_alpha_hat_minus_alpha_inf,se_over_sd,sd_sqrtn_over_sqrtV,mean_sqrtn_centring_bias,sd_sqrtn_centring_bias,mean_sqrtn_centring_bias_rel,mean_rel_centring_bias,mean_gap_pop_minus_n_over_se,mean_gap_inf_minus_n_over_se,mean_alpha_hat_over_alpha_inf,frac_fallback_cells,misses_below_n,misses_above_n
S-B,9,random,raw,600,2000,1999,1,1.0,338.440737496488,472.4111998066507,5.2284195501980735,3.817458375712013,3.410737567198946,0.776888444222111,0.5552776388194097,0.9934967483741871,0.689344672336168,0.791895947973987,4.31677576639281,0.7510445365139673,19.24754403896554,23.253071596219428,19.24754403896554,0.18564324925979447,30.960975635546728,-4196.903704692114,6253.282204730583,-8.884005515554733,-0.3626880064196751,-0.12984844635031723,-2.4912954342341256,5.2284195501980735,0.008960313490078371,436,10
S-B,9,random,log,3000,2000,2000,0,37.667446846106394,1377050.9551207582,12.541630488966439,17.15357909517284,10.485045681768373,18.866671623485587,0.841,0.955,0.1755,0.9685,0.5785,8.458711851667088,21.42468167885471,42.43245440820199,40.448161418027155,42.432454408202,0.20912475512167936,1.8879235651817337,3973.3350545385047,3718.709891574149,316.8116823433816,5.784163496687708,2.9689956657318928,11.982861931308806,0.45539532225943713,0.0019140000000000001,258,60
S-B,9,random,raw,3000,2000,2000,0,1.0,338.440737496488,472.4111998066507,1.115789610400468,1.2040879015067758,1.1684450724508275,0.871,0.879,0.999,0.9765,0.8725,0.3550970253985622,0.33587732755501076,0.2114741115851884,0.4344646616059391,0.2114741115851884,0.817320847421732,1.293521848493276,-1774.8036957383022,8881.835031193015,-3.756904358882044,-0.06859137545830599,-0.08010705129167778,-0.6736181297726028,1.115789610400468,0.0019140000000000001,251,7
S-B,9,random,log,15000,2000,2000,0,37.667446846106394,1377050.9551207582,12.541630488966439,19.56771607767026,18.84778829025235,24.627210545666905,0.896,0.9675,0.245,0.3915,0.6505,5.805380302487091,9.58140892604269,11.46300093845202,8.171177104084764,11.46300093845202,0.7104705024181873,0.8528158193807119,2310.066326798873,2045.1859941113719,184.19186634713606,1.5039202910713325,1.2709826890764315,5.009488485049799,0.5194861270426916,0.0003576,152,56
S-B,9,random,raw,15000,2000,2000,0,1.0,338.440737496488,472.4111998066507,1.01011499957668,1.0391536454021413,1.0345221237673654,0.914,0.932,1.0,0.9985,0.914,0.14593477292504017,0.15020890730279346,0.0385908276912855,0.15966727449447807,0.0385908276912855,0.9139930106972997,1.0629680846597085,-892.8364749099791,8804.242714156931,-1.889956197641802,-0.015431427734776968,-0.03041922097672719,-0.36108645390857674,1.01011499957668,0.0003576,160,12
S-B,2,blocks,log,600,2000,2000,0,6.160043724352415,942.4057491907507,691.4949409346087,4.948068755543002,4.942847137167606,5.550747015241519,0.92,0.944,0.5655,0.75,0.773,1.1124260190276694,1.2532662321515133,1.7145234333865589,1.2974468958598402,1.7145234333865587,0.857396185213766,1.0352524169046513,6723.061396503539,9335.04632287463,9.72250265116445,0.39691950863682635,0.6422472133474757,1.661788664121139,0.8032522132889853,0.0014100000000000002,143,17
S-B,2,blocks,raw,600,2000,2000,0,1.0,16.086594054127495,4259.639071325681,1.0162742854383704,1.0402856215045926,1.0327344603704147,0.899,0.929,0.9975,0.993,0.8845,0.1568749824338981,0.1637406183273182,0.0793989212044812,0.17824179459408104,0.0793989212044812,0.8801245678161923,1.0885618755742998,-1073.5615972831804,18655.79979606157,-0.25203111796724775,-0.010289127305382511,-0.032628798124473495,-0.3991126058058859,1.0162742854383704,0.0014100000000000002,196,6
S-B,2,blocks,log,3000,2000,2000,0,6.160043724352415,942.4057491907507,691.4949409346087,5.755414391049313,5.751459902146618,5.952093451832297,0.944,0.9485,0.6265,0.669,0.8515,0.5469581494932677,0.5604776977991633,0.9887087943040324,0.5688138552842074,0.9887087943040324,0.9615766993228049,1.0148733081044576,3876.976017236028,7007.503754430498,5.606658541848471,0.10236311185331433,0.3928515213903635,1.025637708348629,0.9343138861655337,0.00026716666666666664,83,29
S-B,2,blocks,raw,3000,2000,2000,0,1.0,16.086594054127495,4259.639071325681,1.0020336573790625,1.007764920194653,1.006309176107965,0.9275,0.943,1.0,1.0,0.92,0.0711619045089871,0.07322703065154627,0.02434710869946637,0.07354058106774077,0.02434710869946637,0.9676549121013528,1.0042818944507874,-438.5756901307525,18035.188068344385,-0.1029607632916794,-0.0018797977530934217,-0.014340455795624934,-0.19971967479394112,1.0020336573790625,0.00026716666666666664,124,21
S-B,2,blocks,log,15000,2000,2000,0,6.160043724352415,942.4057491907507,691.4949409346087,6.059210360765212,6.059855831378152,6.121537152973086,0.949,0.951,0.6705,0.6835,0.8785,0.24785145664881747,0.2506532464303027,0.47117855231946076,0.25179205938086685,0.4711785523194607,0.9843497736118488,1.004543380015151,1938.381979777249,6816.949759066298,2.8031759381455146,0.022887835692346835,0.2648534801355469,0.5351417633191058,0.9836310636581067,6.163333333333335e-05,75,27
S-B,2,blocks,raw,15000,2000,2000,0,1.0,16.086594054127495,4259.639071325681,1.0000423877551106,1.0011980227527715,1.0011662623119781,0.9415,0.949,1.0,1.0,0.932,0.032519205426286904,0.03274812366546364,0.009909639443832913,0.03346774413760221,0.009909639443832911,0.971658122297834,1.0219744031593934,8.919080377878098,18192.347505598835,0.002093858242102712,1.7096280956242382e-05,0.0007428072273162518,-0.0919282635958657,1.0000423877551106,6.163333333333335e-05,99,18
S-B,3,blocks,log,600,2000,2000,0,4.447303884812351,668.7553729375887,707.4966731051694,3.3978072268185118,3.41873480898898,3.8583238263266235,0.9065,0.954,0.545,0.808,0.77,0.8933195336377575,1.0557425293267835,1.3119717482445121,1.013705360347027,1.3119717482445121,0.8812417972535361,0.9601823666168279,8006.0626038586,8911.556155087585,11.316042757798943,0.46197551106873963,0.6209768574028549,1.7557512118686005,0.7640150785337841,0.003656666666666666,179,8
S-B,3,blocks,raw,600,2000,2000,0,1.0,26.433523524506462,3146.452702792434,1.0417684120116326,1.0751848842581355,1.054301985085459,0.892,0.9175,0.9975,0.989,0.89,0.20766647607326633,0.20989490832519997,0.11550650700843394,0.23545552204866319,0.11550650700843394,0.8819775143364295,1.1217781504440354,-1964.6849543829528,17207.42889948467,-0.6244126767388943,-0.02549154078226183,-0.08155299942732587,-0.4862053279121795,1.0417684120116326,0.003656666666666666,209,7
S-B,3,blocks,log,3000,2000,2000,0,4.447303884812351,668.7553729375887,707.4966731051694,4.071503010296346,4.08576256894905,4.317617550143556,0.9325,0.9515,0.6685,0.743,0.8225,0.4493345326343174,0.4721424124624507,0.6792262777054965,0.4713396358720698,0.6792262777054964,0.9533137008581112,0.9982997151512104,4639.378614939498,7244.674578480111,6.5574564394451285,0.11972222705805353,0.5527827885287239,1.076745423601627,0.9154991688786156,0.0005166666666666666,115,20
S-B,3,blocks,raw,3000,2000,2000,0,1.0,26.433523524506462,3146.452702792434,1.0056198816609776,1.0138181810261508,1.0111079340395075,0.9285,0.943,1.0,0.9995,0.9215,0.09180853008526099,0.09386785662924674,0.03350075590692055,0.09624552471196031,0.03350075590692055,0.9538992110025045,1.025329949655767,-706.8278103737069,17302.782966127088,-0.22464275714248202,-0.004101396848903072,-0.022951688259132092,-0.24258902365008328,1.0056198816609776,0.0005166666666666666,133,10
S-B,3,blocks,log,15000,2000,2000,0,4.447303884812351,668.7553729375887,707.4966731051694,4.307518918403442,4.309125348884102,4.453445701505404,0.944,0.9485,0.7115,0.7385,0.8195,0.20597097739461337,0.21114850586535672,0.3266584485349298,0.21086894645474863,0.32665844853492976,0.9767724497016618,0.9986760057360465,3314.710632582874,6919.852278829599,4.685125398589885,0.03825388869166291,0.7202918595945214,0.7823675805033007,0.9685686047031151,8.600000000000002e-05,86,26
S-B,3,blocks,raw,15000,2000,2000,0,1.0,26.433523524506462,3146.452702792434,0.9996391068596986,1.0007519705080203,1.001076183094858,0.9375,0.9455,1.0,1.0,0.9285,0.04156207394421575,0.041978981665039994,0.012675326291137207,0.04264618631189599,0.012675326291137209,0.9745789140498636,1.0158937787528954,440.2978684029708,16882.816785414085,0.1399346851812558,0.0011425619200369308,0.010899113131558984,-0.07881572399840439,0.9996391068596986,8.600000000000002e-05,102,23
S-B,4,blocks,log,600,2000,2000,0,3.4623409472113975,496.6406584877826,735.3083899915991,2.8854987439605195,2.894068478465857,3.176659012760217,0.8885,0.9235,0.658,0.899,0.7815,0.8444063998787585,0.9097991156365074,1.353358192164957,1.2595776099763896,1.353358192164957,0.6703885438981301,1.384456841437104,6361.051875164709,9832.72570501627,8.650862633618779,0.3531699881212578,0.4903743409215403,1.1668303180574222,0.8333953206672289,0.006189999999999999,213,10
S-B,4,blocks,raw,600,2000,2000,0,1.0,37.210237339865756,2545.888347496001,1.0875107779112256,1.1400109508699288,1.1022635405064354,0.8735,0.8935,0.997,0.9745,0.8725,0.25658457372519805,0.2490322513914806,0.17313979708340638,0.31384033686113727,0.1731397970834064,0.8175640400192637,1.2602397284188618,-3740.7384022376796,16810.364108700003,-1.469325395167808,-0.05998495807123976,-0.12359957871822123,-0.6978923445404006,1.0875107779112256,0.006189999999999999,244,9
S-B,4,blocks,log,3000,2000,2000,0,3.4623409472113975,496.6406584877826,735.3083899915991,3.0881022598385592,3.1063731458228427,3.3184722442711045,0.932,0.954,0.6625,0.7825,0.797,0.3714839317912171,0.40687453368648446,0.5063833894187224,0.3943320109690689,0.5063833894187224,0.9420587765073832,0.9691734879453522,5855.339672491506,7585.37243115595,7.963107387579792,0.14538578480044953,0.608949539376247,1.2002061962757793,0.8919116594585367,0.0009931666666666667,113,23
S-B,4,blocks,raw,3000,2000,2000,0,1.0,37.210237339865756,2545.888347496001,1.0120000505065254,1.0249439275225258,1.0179464352001466,0.931,0.949,0.9995,0.999,0.9275,0.10766913677565462,0.11137060854023345,0.0431973729959404,0.11115934463605663,0.0431973729959404,0.9686017592868221,0.9981030551332537,-1663.6664097440048,15858.31133704922,-0.6534718662663652,-0.011930709394969582,-0.06017795652982606,-0.3285729602048905,1.0120000505065254,0.0009931666666666667,128,10
S-B,4,blocks,log,15000,2000,2000,0,3.4623409472113975,496.6406584877826,735.3083899915991,3.348277161094937,3.355452814063152,3.501699387301921,0.9465,0.957,0.759,0.799,0.7955,0.17642497483719188,0.1819598231273015,0.25058340558701303,0.17779755903168168,0.25058340558701303,0.9922800728988342,0.9771253674350527,3436.3884470627086,7253.998295205697,4.673397575542378,0.03815813141746276,0.8488070749600106,0.7021647869070547,0.9670558769758568,0.00015110000000000001,85,22
S-B,4,blocks,raw,15000,2000,2000,0,1.0,37.210237339865756,2545.888347496001,1.001365369229934,1.0051404796208268,1.0038355379358541,0.9425,0.9485,1.0,0.9995,0.9385,0.04903089013521988,0.04980645027829612,0.014974504048913416,0.050104261350880974,0.014974504048913416,0.978577246990146,1.0059793675502031,-790.3852062486037,15859.962435806523,-0.31045556535343904,-0.0025348590764106725,-0.025286542834657352,-0.1699783134317767,1.001365369229934,0.00015110000000000001,100,15
