scenario,dy,design,learner,n,reps,n_defined,n_undefined,alpha_inf,V_inf,mbar_inf,mean_alpha_hat,mean_alpha_n,mean_alpha_pop,coverage_alpha_n,coverage_alpha_n_V,coverage_alpha_inf,coverage_alpha_inf_V,coverage_alpha_pop,mean_se_plugin,se_V,sd_alpha_hat,sd_alpha_hat_minus_alpha_n,sd_alpha_hat_minus_alpha_inf,se_over_sd,sd_sqrtn_over_sqrtV,mean_sqrtn_centring_bias,sd_sqrtn_centring_bias,mean_sqrtn_centring_bias_rel,mean_rel_centring_bias,mean_gap_pop_minus_n_over_se,mean_gap_inf_minus_n_over_se,mean_alpha_hat_over_alpha_inf,frac_fallback_cells,misses_below_n,misses_above_n
S-A,2,blocks,log,3000,2000,2000,0,7.182296151610542,1503.0419124897571,533.6878005159758,6.647892166321034,6.654412051115342,6.858648724087785,0.9345,0.942,0.6505,0.708,0.894,0.6928747747481052,0.7078234037031547,1.1661067528824267,0.7345188723340661,1.1661067528824267,0.9433042510485411,1.0377148713806967,3302.607786026774,5602.104330314144,6.1882767094053355,0.11298195819417145,0.28758820795157475,1.018352886988094,0.9255942704103514,0.00024950000000000005,93,38
S-A,2,blocks,raw,3000,2000,2000,0,1.0,16.841389469734562,3833.103835807388,1.0016678831688324,1.0077882152560886,1.007025051098562,0.9325,0.952,1.0,1.0,0.933,0.0728478397825193,0.07492527270495264,0.011188780587838978,0.07487984138423852,0.011188780587838976,0.9728631689897391,0.999393644906799,-478.61991311717486,15653.10003966774,-0.12486484416260546,-0.002279709726240877,-0.010410101515362495,-0.2033111760498818,1.0016678831688324,0.00024950000000000005,119,16
S-A,2,blocks,log,15000,2000,2000,0,7.182296151610542,1503.0419124897571,533.6878005159758,7.057832118654745,7.057417213291638,7.118471339320775,0.947,0.948,0.7035,0.7125,0.928,0.31279096618721974,0.316548249349106,0.5742015677233309,0.3174087025076813,0.5742015677233309,0.9854517652352339,1.0027182369839178,1595.7753601101754,5416.6143220671665,2.9900915077454653,0.024413994927352016,0.19491984816393754,0.525608326075162,0.9826707183429233,5.916666666666667e-05,70,36
S-A,2,blocks,raw,15000,2000,2000,0,1.0,16.841389469734562,3833.103835807388,1.0000845462171117,1.0010423763705294,1.0010185989132288,0.953,0.9515,1.0,1.0,0.954,0.03310529220072209,0.033507600600196724,0.0023177613506171826,0.03314290296043343,0.0023177613506171826,0.9988651941637027,0.9891159726978137,27.76633972693351,15625.034606108931,0.007243826652320508,5.914559694452831e-05,-0.000700634330215451,-0.08323666516987213,1.0000845462171117,5.916666666666667e-05,72,22
S-A,3,blocks,log,600,2000,2000,0,5.080395842583301,1045.8676825304765,539.966617247266,3.76822749625095,3.7594997717206033,4.2208679089509005,0.903,0.941,0.545,0.8395,0.782,1.1156339997912033,1.3202699739892068,1.5486777885678942,1.4030072988230373,1.5486777885678942,0.795173339958454,1.0626669745308521,7158.769587601225,7919.669422293409,13.257800313834997,0.5412474313434404,0.4925507862868841,1.7602793977064088,0.7417192701139732,0.0033099999999999996,183,11
S-A,3,blocks,raw,600,2000,2000,0,1.0,28.851295398433233,2743.2441573967785,1.0409919650352617,1.0785253605498952,1.0630328593002885,0.89,0.912,1.0,0.996,0.892,0.2184148344675174,0.2192840448612759,0.10141732597075846,0.25432601901921414,0.10141732597075846,0.8587986211942251,1.1598017501916595,-1550.8029295898377,16069.401588838287,-0.5653171357016515,-0.023078975422012697,-0.06553210121725656,-0.5164440272664406,1.0409919650352617,0.0033099999999999996,211,9
S-A,3,blocks,log,3000,2000,2000,0,5.080395842583301,1045.8676825304765,539.966617247266,4.570984395442278,4.5843060147292185,4.764668605925822,0.938,0.948,0.66,0.7575,0.88,0.5543167755235247,0.590442682098349,0.8196254132960181,0.5916031939044178,0.8196254132960181,0.9369739400242025,1.0019654944353693,4236.793120653152,5893.53423649073,7.846398250047752,0.14325497722400718,0.3224288806947675,1.1556249368345244,0.8997299692927087,0.00047033333333333335,108,16
S-A,3,blocks,raw,3000,2000,2000,0,1.0,28.851295398433233,2743.2441573967785,1.0044117963019201,1.014303537813482,1.0128909481005908,0.929,0.94,1.0,0.9995,0.9265,0.09492693015386859,0.09806680613818526,0.021210708565329636,0.09953428306420405,0.021210708565329636,0.9537108946938061,1.014964053422429,-739.6002262384545,14578.021494426095,-0.2696078744009077,-0.004922343816346559,-0.014245160683994371,-0.2441214039904812,1.0044117963019201,0.00047033333333333335,129,13
S-A,3,blocks,log,15000,2000,2000,0,5.080395842583301,1045.8676825304765,539.966617247266,4.924170793360914,4.922757822201528,4.984534018906192,0.947,0.956,0.7195,0.742,0.9255,0.2590366036259823,0.26405399479784136,0.40985201463732107,0.2651571906458459,0.40985201463732107,0.976917137321618,1.0041779176597923,2626.3699740554653,5931.863901213621,4.863948788991109,0.03971397556018795,0.237650394802333,0.7272629244221338,0.9692494336931531,8.983333333333335e-05,79,27
S-A,3,blocks,raw,15000,2000,2000,0,1.0,28.851295398433233,2743.2441573967785,1.000238935074386,1.0023371178843186,1.0021510898757908,0.9355,0.947,1.0,1.0,0.94,0.04349113404962178,0.043856808972255176,0.00447429764722517,0.044233065514815456,0.00447429764722517,0.9832267681075558,1.0085792047204873,-132.60106536471096,14811.650341975554,-0.0483373180645152,-0.0003946725493089267,-0.004317373386414145,-0.11619269688528387,1.000238935074386,8.983333333333335e-05,104,25
S-A,4,blocks,log,600,2000,2000,0,3.797344720135092,700.4556829606786,574.2025915665988,3.1059333203699198,3.1126002124661847,3.3450569498803744,0.8865,0.9185,0.664,0.9105,0.804,1.003427275850442,1.0804749595746297,1.3677315841336481,1.3184037214997149,1.3677315841336481,0.7610925693603322,1.2202075668822117,5754.228497884702,8084.359727017616,10.02125135343855,0.4091158733349962,0.30433114000211636,1.1537962097752799,0.8179224034892005,0.005775833333333333,220,7
S-A,4,blocks,raw,600,2000,2000,0,1.0,41.65258071435319,2180.4451793733106,1.0869609651715755,1.1418165389673482,1.1145344577043146,0.863,0.894,0.999,0.982,0.8675,0.2682554255077006,0.26347859088976344,0.15594459795270732,0.3279066228284263,0.15594459795270732,0.8180848047343723,1.2445285278059608,-3131.4750076149244,14970.53665907799,-1.4361631455989883,-0.0586311149017991,-0.09140709736507378,-0.701403970823929,1.0869609651715755,0.005775833333333333,266,8
S-A,4,blocks,log,3000,2000,2000,0,3.797344720135092,700.4556829606786,574.2025915665988,3.3599844578169864,3.390746310108677,3.5325553037129462,0.9235,0.943,0.674,0.7915,0.862,0.4493674416054083,0.48320309151904184,0.5805436082067451,0.49639364994573176,0.5805436082067451,0.9052642830030871,1.027298166460862,4955.394277234313,6568.333842673705,8.630045126955098,0.15756234627736138,0.3200253153012276,1.1521526554087573,0.8848247144908808,0.0009063333333333333,135,18
S-A,4,blocks,raw,3000,2000,2000,0,1.0,41.65258071435319,2180.4451793733106,1.0113651814076619,1.0268147298087187,1.0227329910592082,0.919,0.934,1.0,0.999,0.9205,0.11528220298191372,0.11783120796907356,0.03114649932781583,0.12461000725691276,0.031146499327815835,0.9251440194865923,1.0575297444936522,-1441.27793311372,14388.170084055288,-0.6610016829352082,-0.012068184409749704,-0.034359148667436445,-0.3473070291888433,1.0113651814076619,0.0009063333333333333,151,11
S-A,4,blocks,log,15000,2000,2000,0,3.797344720135092,700.4556829606786,574.2025915665988,3.652020067771995,3.660820903633803,3.712513465201144,0.9525,0.95,0.751,0.7835,0.9175,0.2099246553756141,0.21609499191492593,0.29191585435635187,0.2107160786638149,0.29191585435635187,0.9962441248279708,0.9751085705251853,3169.6837091211355,6338.467893518257,5.5201487343922935,0.04507182567843822,0.2464206388457162,0.7622770905353934,0.9617299289178237,0.00014863333333333333,73,22
S-A,4,blocks,raw,15000,2000,2000,0,1.0,41.65258071435319,2180.4451793733106,1.000543108671227,1.003825160536099,1.003384229473021,0.943,0.951,1.0,1.0,0.9405,0.05192356938254223,0.05269571817795268,0.006580057925791105,0.05243260641991766,0.006580057925791105,0.9902915938738825,0.9950069613408342,-299.4441775308663,13901.074085735223,-0.1373316698642846,-0.0011213083889728363,-0.00843303444180823,-0.1403142353682573,1.000543108671227,0.00014863333333333333,93,21
S-B,2,random,log,600,2000,2000,0,6.164813039042878,946.1924352539876,690.1017247570962,4.995179502630362,4.996048018755209,5.510940506612573,0.923,0.953,0.581,0.778,0.826,1.1084121752049685,1.255781586140671,1.6763967182110655,1.2595196823314017,1.6763967182110655,0.8800276730517387,1.00297670887357,6057.410674738916,7241.568186235261,8.777561999096609,0.35834246805717584,0.4730355843535393,1.5629206973231988,0.8102726669884366,0.0011983333333333332,141,13
S-B,2,random,raw,600,2000,2000,0,1.0,16.099994358611532,4254.348111048526,1.0107705484695397,1.0361137162828657,1.032995859672554,0.8995,0.937,1.0,0.9985,0.898,0.15390458060352472,0.16380880297169387,0.05036360516114061,0.16998650253268857,0.05036360516114061,0.9053929477367105,1.0377128667624915,-927.9069296323249,17366.49695579598,-0.21810789935655578,-0.008904217704897818,-0.016171037949091045,-0.3801447312087571,1.0107705484695397,0.0011983333333333332,193,8
S-B,2,random,log,3000,2000,2000,0,6.164813039042878,946.1924352539876,690.1017247570962,5.784136492064699,5.791693089032698,5.948387355741527,0.943,0.9455,0.683,0.7295,0.893,0.5438715648209522,0.5616025983006095,0.9070380043615114,0.5621578183186362,0.9070380043615114,0.9674713169473005,1.0009886350592156,3462.9399405443805,6496.1386721068375,5.018013745384095,0.0916159774072618,0.2810890311250357,0.9196406370869314,0.938250106764425,0.00021366666666666667,86,28
S-B,2,random,raw,3000,2000,2000,0,1.0,16.099994358611532,4254.348111048526,1.0007737608646536,1.0066983551569777,1.0061486744435528,0.933,0.9525,1.0,1.0,0.9305,0.07059226697167124,0.07325752375151541,0.010475965130222847,0.07260614269260883,0.010475965130222847,0.9722630118299537,0.9911083391090858,-335.617774556094,16982.792809856554,-0.07888817882215513,-0.0014402945020465224,-0.0077999894967914415,-0.18477218250622968,1.0007737608646536,0.00021366666666666667,113,21
S-B,2,random,log,15000,2000,2000,0,6.164813039042878,946.1924352539876,690.1017247570962,6.0841149782671256,6.094402533192601,6.132995765068408,0.9525,0.9555,0.7195,0.7305,0.936,0.24798863589049835,0.2511563172281342,0.4313413859150068,0.24893360575366508,0.4313413859150068,0.9962039281104463,0.9911500873280836,1436.176534938909,6285.684608820729,2.081108456067717,0.016992179389190693,0.15657919009820442,0.39172698537039036,0.9869098932498558,6.196666666666668e-05,67,28
S-B,2,random,raw,15000,2000,2000,0,1.0,16.099994358611532,4254.348111048526,0.9999465475356368,1.0025178442510416,1.0025344691663869,0.947,0.9535,1.0,1.0,0.945,0.03235020008160189,0.032761760594338774,0.0022220888040651596,0.032586158668090184,0.0022220888040651596,0.9927589321315323,0.9946400338973562,-761.0630631486138,16911.57484638727,-0.17889064159374635,-0.0014606359722126113,0.0005139650030580924,-0.13249153857077592,0.9999465475356368,6.196666666666668e-05,87,19
S-B,3,random,log,600,2000,2000,0,4.530248517922035,731.6062297349628,661.9741363101004,3.4011607070761682,3.444422305440293,3.847119647617516,0.909,0.953,0.548,0.836,0.792,0.9119277186155869,1.104238976048635,1.1819362526035562,1.0629969725363215,1.1819362526035562,0.8578836461215107,0.9626511974247709,7481.160636519278,8262.24162262921,11.301288413199792,0.46137316747278784,0.49047084912109445,1.6968345669883265,0.750766915682638,0.0033166666666666665,174,8
S-B,3,random,raw,600,2000,2000,0,1.0,27.518204050548473,2998.907349921552,1.0373955986696575,1.0840095901152285,1.0705512274165876,0.8855,0.9245,0.9995,0.996,0.884,0.20986443408751745,0.21415805709237462,0.09543459451689865,0.23678437028832458,0.09543459451689865,0.886310333034112,1.1056524022637653,-2666.173367499451,15629.167652898077,-0.8890482620509086,-0.03629524331221519,-0.058091102301267836,-0.5468086798086298,1.0373955986696575,0.0033166666666666665,225,4
S-B,3,random,log,3000,2000,2000,0,4.530248517922035,731.6062297349628,661.9741363101004,4.1403772740628515,4.168095864365577,4.300864639235189,0.9385,0.9465,0.691,0.783,0.889,0.4692778714698428,0.493830682769902,0.6634109576022832,0.5036052797907001,0.6634109576022832,0.9318366790452953,1.0197934177884054,4182.697618928777,6381.719991101843,6.318521207253633,0.11535988650958631,0.28213527669335076,0.9954562412878788,0.913940429025732,0.0004903333333333333,110,13
S-B,3,random,raw,3000,2000,2000,0,1.0,27.518204050548473,2998.907349921552,1.0043290522835158,1.0156953933108699,1.013982640638095,0.923,0.9435,1.0,1.0,0.9205,0.09333981028420833,0.09577439471756612,0.01896853680531591,0.09919152198361268,0.01896853680531591,0.9410059289102237,1.0356789231205636,-1000.1153649409732,16068.748211302798,-0.33349325212302244,-0.006088725898784567,-0.017698597507392236,-0.27575795881815673,1.0043290522835158,0.0004903333333333333,144,10
S-B,3,random,log,15000,2000,2000,0,4.530248517922035,731.6062297349628,661.9741363101004,4.414027910245281,4.410796440165624,4.459531891021035,0.946,0.95,0.7335,0.7615,0.921,0.21630471646969093,0.220847795209727,0.33723586620916596,0.2231568213967247,0.33723586620916596,0.9692946651411017,1.010455282946361,2695.1380695392886,6451.022154442122,4.071364607327735,0.03324255281593249,0.22514957190587556,0.6636524501537631,0.9743456441259291,8.24e-05,77,31
S-B,3,random,raw,15000,2000,2000,0,1.0,27.518204050548473,2998.907349921552,1.0001317483303198,1.0010886370928271,1.0010029986329776,0.949,0.9505,1.0,1.0,0.95,0.042324445622358625,0.04283161141847493,0.00406548050745277,0.04265349945039592,0.00406548050745277,0.9922854201348715,0.9958415767658423,269.4623677683828,15748.019465626254,0.08985351540634676,0.0007336508811361888,-0.0019971677372123933,-0.08316483650397521,1.0001317483303198,8.24e-05,80,22
S-B,4,random,log,600,2000,2000,0,3.5633711836326905,590.3137985743715,636.6501687249781,2.9119881776850955,2.9183136692512206,3.1426269563967324,0.892,0.9405,0.651,0.9225,0.8165,0.8971743147071103,0.9918953225806068,1.2945503720980223,1.2372515062720042,1.2945503720980223,0.7251349545012157,1.247360964514941,6091.978890896384,8083.8452705967275,9.568801188094893,0.3906446726828321,0.30941118264029044,1.176953613958318,0.8172003497868723,0.0058125,208,8
S-B,4,random,raw,600,2000,2000,0,1.0,41.1919164131928,2268.6208652894775,1.0788446085735048,1.133477631725956,1.1088735125773919,0.8815,0.8985,0.9985,0.9825,0.8805,0.2626332761339435,0.2620175452560152,0.14575702889860823,0.3102665747547768,0.1457570288986082,0.8464762159492014,1.1841442696198754,-3157.4935307344226,14307.967808534135,-1.3918119060989613,-0.05682048313121517,-0.08451594726522565,-0.6568592492283726,1.0788446085735048,0.0058125,234,3
S-B,4,random,log,3000,2000,2000,0,3.5633711836326905,590.3137985743715,636.6501687249781,3.163720026924837,3.18645006827102,3.3080434966395913,0.927,0.948,0.677,0.811,0.868,0.4092491417606825,0.44358907357086375,0.5183816806430265,0.43641132491651413,0.5183816806430265,0.9377601322306937,0.9838189236795911,5286.981137853109,6841.630652099507,8.304374046489876,0.15161643304076533,0.29736939627845155,1.1536417889243724,0.8878446459511333,0.0009351666666666667,129,17
S-B,4,random,raw,3000,2000,2000,0,1.0,41.1919164131928,2268.6208652894775,1.0100284915950966,1.0262228633370154,1.0225803396475166,0.908,0.931,1.0,1.0,0.9055,0.1139883595020015,0.11717780849801553,0.030629120478122877,0.12336609721736892,0.030629120478122877,0.9239844825532252,1.0528110979260907,-1417.9215490908086,15118.664230227294,-0.625014770332671,-0.011411156282837155,-0.03195165868239342,-0.34794564615450324,1.0100284915950966,0.0009351666666666667,168,16
S-B,4,random,log,15000,2000,2000,0,3.5633711836326905,590.3137985743715,636.6501687249781,3.4423575113937632,3.4459261543125193,3.4889465232756094,0.9415,0.95,0.766,0.807,0.923,0.19210709809104054,0.19837906451612133,0.26831879982326273,0.19839396514898977,0.26831879982326273,0.9683111981091365,1.0000751119222422,3218.5954412571505,6718.701970395484,5.055516513414336,0.041278119480264636,0.22465619026807743,0.7150399103769932,0.966039554679353,0.00014633333333333336,97,20
S-B,4,random,raw,15000,2000,2000,0,1.0,41.1919164131928,2268.6208652894775,1.0007732630168034,1.003611094740213,1.0030763481053309,0.937,0.9455,1.0,1.0,0.937,0.05152395562596428,0.05240350905120305,0.00632110849884895,0.052629121798355494,0.00632110849884895,0.9790008623623708,1.0043052984664063,-244.61651703641627,14508.969480147349,-0.10782608975308136,-0.0008803963361819705,-0.010257072314924549,-0.13826019460206107,1.0007732630168034,0.00014633333333333336,110,16
S-B,5,random,log,600,2000,2000,0,4.6260924319167,1520.1579212315646,373.7728405949736,3.9021745176285876,3.5067541759673113,4.02857798574652,0.8705,0.911,0.5285,0.8935,0.7525,1.6329089000143797,1.591727531767275,5.876792982087159,5.651319369495422,5.876792982087159,0.28894295176953944,3.550431375161824,6351.460010643948,7997.989013398721,16.992834472760673,0.6937295623639945,0.5581205491918257,1.8229882167222022,0.8435141699085819,0.0069925,244,15
S-B,5,random,raw,600,2000,2000,0,1.0,60.87504769733643,1729.1077091324144,1.1376369402951885,1.2220149261010365,1.1838408702920593,0.8625,0.865,0.9995,0.967,0.8665,0.3340212353173667,0.3185253723471555,0.24910615382599682,0.4549355804638083,0.24910615382599682,0.7342165564997818,1.4282553917493945,-3932.035876639899,13173.01752348602,-2.2740259937958474,-0.09283672244375418,-0.09856166240942366,-0.8405271724897807,1.1376369402951885,0.0069925,273,2
S-B,5,random,log,3000,2000,2000,0,4.6260924319167,1520.1579212315646,373.7728405949736,3.863588111571909,3.9006612416669815,4.1168740610877625,0.9135,0.9365,0.598,0.733,0.8345,0.65025161846955,0.7118421925379165,0.9068380736374541,0.7324324334982111,0.9068380736374541,0.8877974113787497,1.0289252887453675,5241.849969356556,6270.832216490263,14.024159596541448,0.25604495203594335,0.3473932054714325,1.536641909491742,0.8351731333589314,0.0013833333333333332,150,23
S-B,5,random,raw,3000,2000,2000,0,1.0,60.87504769733643,1729.1077091324144,1.0195394378516627,1.0395672422834523,1.0327987292678094,0.8935,0.924,1.0,0.9995,0.899,0.13918972374431463,0.14244887702533426,0.04107609559335922,0.15578308585997216,0.04107609559335922,0.8934841865273312,1.0936069775563513,-1574.031103881164,14104.038917568882,-0.9103140860270291,-0.016619985311056736,-0.049094193623768656,-0.4138116670086851,1.0195394378516627,0.0013833333333333332,197,16
S-B,5,random,log,15000,2000,2000,0,4.6260924319167,1520.1579212315646,373.7728405949736,4.3218283537360165,4.332934902377276,4.432258409305524,0.9435,0.9555,0.6665,0.711,0.8995,0.30582526910963537,0.318345506353455,0.4629908803489925,0.31292982191186625,0.46299088034899255,0.9772966578933733,0.9829880292527964,3716.719625965701,5556.892850729024,9.943792652375189,0.08119072702118585,0.3264208835451232,1.1519983699376697,0.9342287075628924,0.00024116666666666668,88,25
S-B,5,random,raw,15000,2000,2000,0,1.0,60.87504769733643,1729.1077091324144,1.0026135046346951,1.0065470802975822,1.0054007592006837,0.95,0.9525,1.0,1.0,0.95,0.06254713250506365,0.06370507446943109,0.009422090677937815,0.06304979173494649,0.009422090677937815,0.992027583025239,0.9897138063185368,-553.9595238821237,13301.415520282844,-0.32037305770851876,-0.0026158350624036655,-0.01852614700331637,-0.17714287192271766,1.0026135046346951,0.00024116666666666668,84,16
S-B,6,random,log,600,2000,2000,0,7.184846089325068,6275.059082292178,181.67984696307724,7.927268741608266,4.554125468107333,6.2818037548142565,0.857,0.9045,0.4125,0.927,0.693,4.524028284362653,3.233949876516378,46.212849557958116,45.37876745450143,46.212849557958116,0.09969482509410652,14.031994677475828,6807.922905961828,7688.301191713925,37.472086308754996,1.5297915175663552,1.2550659979900014,3.31035744695631,1.1033317405902763,0.008753333333333333,270,16
S-B,6,random,raw,600,2000,2000,0,1.0,90.46362969076122,1305.3417379618422,1.2388725290546032,1.3277470997344325,1.2646598318883147,0.8535,0.8305,1.0,0.9305,0.862,0.46222021108933214,0.38829462544731247,0.43520817871343415,0.6843777191781354,0.43520817871343415,0.6753875793098719,1.7625217407779914,-3705.6384895707406,12391.765739065044,-2.838826325554193,-0.1158945994331309,-0.11480481117860333,-0.8982151916099169,1.2388725290546032,0.008753333333333333,291,2
S-B,6,random,log,3000,2000,2000,0,7.184846089325068,6275.059082292178,181.67984696307724,5.238353771183763,5.259934338280881,5.899073362161291,0.902,0.9375,0.4545,0.5865,0.7535,1.225595977472217,1.4462663519435344,1.9995119114985271,1.5704474096326695,1.9995119114985274,0.7804119832060381,1.0858632004556126,5196.346189994639,5103.778684419505,28.60166538477265,0.5221925771151552,0.6026740939124253,2.323034887862969,0.7290836443896386,0.0015493333333333336,173,23
S-B,6,random,raw,3000,2000,2000,0,1.0,90.46362969076122,1305.3417379618422,1.0274807860200306,1.0588421646863084,1.0494452335539224,0.903,0.9245,1.0,0.9975,0.8995,0.16952195992235813,0.17365063555960208,0.0610104135015142,0.18812380458002825,0.061010413501514205,0.9011191342892662,1.0833464788296645,-1873.2602337279004,12580.492040151505,-1.435072655113905,-0.026200722162157245,-0.05347405191092489,-0.4698510567756597,1.0274807860200306,0.0015493333333333336,187,7
S-B,6,random,log,15000,2000,2000,0,7.184846089325068,6275.059082292178,181.67984696307724,6.425706932758906,6.44871233841707,6.702584392743171,0.942,0.9475,0.61,0.6565,0.8685,0.6258304269148273,0.6467899753032756,0.9703689079728933,0.6582480276977251,0.9703689079728932,0.950751693254166,1.0177152597163814,3148.505419279287,3948.9472491907054,17.329965166247398,0.1414985730583759,0.4063973404367579,1.4696999948140572,0.894341625815192,0.0003025333333333334,88,28
S-B,6,random,raw,15000,2000,2000,0,1.0,90.46362969076122,1305.3417379618422,1.0041377963868703,1.0115679036827447,1.0101756902036059,0.9345,0.945,1.0,1.0,0.935,0.07630877764329799,0.0776589250894625,0.012703581275580772,0.0782854687320174,0.012703581275580774,0.9747502171126303,1.0080678897091755,-893.6617040179472,12261.629717633241,-0.6846189607123945,-0.005589890406599633,-0.018300626045127083,-0.23142587637533943,1.0041377963868703,0.0003025333333333334,119,12
S-B,7,random,log,600,2000,2000,0,12.036388740628864,32824.74629478422,79.63335553075495,30.705972192088694,7.190565123385842,12.683682201713436,0.831,0.8965,0.3215,0.9145,0.6675,19.220432181931617,7.396479601222938,266.9885949256177,267.9702771423535,266.9885949256177,0.0717259853850178,36.22943502717794,6074.025457577884,6070.014929033589,76.27489030312243,3.113909357156842,2.8092493126086837,5.751991237124022,2.5510950878846743,0.009199166666666666,324,14
S-B,7,random,raw,600,2000,2000,0,1.0,137.4332280070901,958.4980238888742,1.4772993866062785,1.570915755150285,1.4562109761975166,0.8405,0.7725,0.998,0.8775,0.8505,0.7121496894597165,0.4785973046432845,1.1461656403941076,1.3539966401049337,1.1461656403941076,0.525961193969082,2.829093743254813,-4501.270365505005,10014.535018170902,-4.696170730996593,-0.19172036726557895,-0.14335309800872983,-1.101256213320699,1.4772993866062785,0.009199166666666666,318,1
S-B,7,random,log,3000,2000,2000,0,12.036388740628864,32824.74629478422,79.63335553075495,7.308555550600103,6.982286400251494,8.49598669750346,0.894,0.948,0.3405,0.5555,0.7025,2.356808522123571,3.307806236505005,5.0279385706017115,3.7842415701608503,5.0279385706017115,0.6227954739219764,1.1440336282089008,4972.9175367962625,4691.927058044016,62.44767037194215,1.1401332575453247,0.8928187894251105,3.7363903931098457,0.6072050104139669,0.001780666666666667,184,28
S-B,7,random,raw,3000,2000,2000,0,1.0,137.4332280070901,958.4980238888742,1.046182617930985,1.0876153475598411,1.0719365276585862,0.905,0.916,1.0,0.9955,0.905,0.21288876584764893,0.21403522140611195,0.09024152037163649,0.24252668753743356,0.09024152037163649,0.8777952150721142,1.1331157832068288,-1908.380637431108,11568.708959920228,-1.991011551268843,-0.03635073129610996,-0.06821842782693724,-0.5236003450381115,1.046182617930985,0.001780666666666667,187,3
S-B,7,random,log,15000,2000,2000,0,12.036388740628864,32824.74629478422,79.63335553075495,9.745259145346587,9.791162777874105,10.576967181118803,0.936,0.945,0.4865,0.535,0.8205,1.3572775505791905,1.4792959202445877,2.222201702654981,1.4564731912086313,2.222201702654981,0.9318932602205161,0.9845718975334004,2833.208992518491,2842.3311607218384,35.578169143259146,0.29049453461139424,0.5900408863475486,2.101161411865854,0.8096497508801321,0.00027880000000000005,102,26
S-B,7,random,raw,15000,2000,2000,0,1.0,137.4332280070901,958.4980238888742,1.0047819258788206,1.0144547900941785,1.0129208328187034,0.927,0.943,1.0,1.0,0.9275,0.09370551672435709,0.0957194609286569,0.018384196950839923,0.09785221595405365,0.018384196950839923,0.9576228377736112,1.0222813104535384,-613.475676243045,11196.40597380871,-0.6400385404593905,-0.005225892799470644,-0.015536259802464099,-0.24298472616981268,1.0047819258788206,0.00027880000000000005,134,12
S-B,8,random,log,600,2000,2000,0,21.09630324613971,200458.3825154392,32.52621210053213,207.38172339141914,18.839937671585286,38.36932473907681,0.7945,0.8555,0.2705,0.8675,0.632,138.4567411476676,18.27832881289749,1362.0052362725783,1369.8313770776554,1362.0052362725783,0.10107575535541155,74.9429223590222,5265.041679931412,5843.1024823929265,161.87072947990998,6.6083448586311695,6.6133031385404,9.912188068653727,9.830239970093658,0.009179999999999999,388,23
S-B,8,random,raw,600,2000,2000,0,1.0,212.4532848273431,686.1828339210846,2.1655376724301267,2.1127668037220446,1.8982331488197128,0.7965,0.656,0.998,0.776,0.817,1.3723709529986172,0.5950536177905079,4.543017813431075,4.884327118797612,4.543017813431075,0.2809744146162875,8.208213466432813,-4495.734356306298,8670.52952617031,-6.551802426499256,-0.267476214007531,-0.1618858714792069,-1.483896917541669,2.1655376724301267,0.009179999999999999,404,3
S-B,8,random,log,3000,2000,2000,0,21.09630324613971,200458.3825154392,32.52621210053213,9.921785713560572,8.978100044400945,13.026710865354193,0.867,0.96,0.234,0.6795,0.6205,4.156651356295843,8.174317148146367,11.095089576792075,9.109346637716742,11.095089576792073,0.45630620082953693,1.1143862505729187,4486.756803784899,4407.17205911198,137.94280102205616,2.5184794588408943,1.5701414627387218,6.269896483662584,0.47030920999754317,0.0019135,224,42
S-B,8,random,raw,3000,2000,2000,0,1.0,212.4532848273431,686.1828339210846,1.06896093521783,1.1344971439720166,1.1101751893739142,0.883,0.8965,0.9995,0.993,0.8855,0.2675012187053969,0.26611606792735076,0.12672349945046404,0.32300653072754215,0.12672349945046404,0.8281604031437857,1.2137806380624951,-1868.9555771341743,10463.36875853691,-2.7236991144973994,-0.04972771482890239,-0.08242666163473428,-0.6235792899287723,1.06896093521783,0.0019135,230,4
S-B,8,random,log,15000,2000,2000,0,21.09630324613971,200458.3825154392,32.52621210053213,14.12971270518933,14.08703998747645,16.376845232095917,0.924,0.957,0.345,0.4305,0.7165,2.9445956136286577,3.6556657625794986,5.147870271192679,3.3396356396118336,5.147870271192679,0.8817116390490157,0.9135505969384169,2662.10218317179,2264.776967758918,81.84482641088842,0.6682602093111365,0.8596626005467216,3.215347066457837,0.6697719757026552,0.0003050333333333334,116,36
S-B,8,random,raw,15000,2000,2000,0,1.0,212.4532848273431,686.1828339210846,1.0055579749462873,1.0209073032958171,1.0184725126083594,0.928,0.946,1.0,1.0,0.929,0.11604753362717253,0.11901072355810158,0.025588965500398558,0.12036427864289354,0.025588965500398558,0.964135995626009,1.0113733875765503,-598.3512734800254,9783.415821687056,-0.8719997701790941,-0.007119848309209933,-0.01976059155716804,-0.269398585315042,1.0055579749462873,0.0003050333333333334,132,12
S-B,9,random,log,600,2000,1999,1,37.667446846106394,1377050.9551207582,12.541630488966439,6180.476628590332,147.94534960296377,222.14021593090476,0.7788894447223612,0.7368684342171086,0.3401700850425213,0.753376688344172,0.6473236618309155,5373.846803361083,47.907044630213456,76567.2705020235,76581.00320084639,76567.2705020235,0.07017206067759753,1598.5332385239474,3904.1405877499774,5022.451188676599,311.29449964138746,12.708544730940005,23.361452531743563,14.942179654582423,164.08005177099483,0.008960313490078371,416,26
